Combust,Elemental Force,Flame Strike,Criticality,Inferno,Fire Manifestation,Damage Control,Lightning Manifestation
Active Magic Ability,Passive Ability,Active Magic Ability,Passive Ability,Active Magic Ability,Active Magic Ability,Passive Ability,Active Magic Ability
1 ap,1 ap,16 ap,16 ap,16 ap,16 ap,16 ap,16 ap
"1.5sec Instant
Consumes 2 Elemental Resources. 
A single target attack that deals 138 magical damage. The Elemental Resource cost is reduced by 1 when attacking Hindered targets.","Whenever you attack, you build an Elemental Force counter. When there are 7 counters, your next attack will critically hit and reset the count.","1sec Instant
Consumes 2 Elemental Resources.
A single target Strike attack that deals 111 magical damage.","Whenever you critical hit an Afflicted target, you trigger a Chain which affects up to 5 enemies and jumps up to 5 metres, dealing 18 magical damage","1.5sec 5sec
GTAoE: Affects up to 5 enemies in a 7 metre radius around the targeted point.
Consumes 5 Elemental Resources.
A GTAoE attack that deals 142 magical damage.","1sec 10sec
Consumes 2 Elemental Resources.
Places a manifestation at the targeted point that lasts 10 seconds. Every 2.5 seconds it will deal 32 magical damage to the closest enemy within a 5 metre radius.","Whenever you critically hit a Hindered target, you hit an additional time which deals 29 magical damage.","1sec 15sec
Consumes 2 Elemental Resources.
Places a manifestation at the targeted point that lasts 10 seconds. Every second, it performs a Chain attack that deals 25 magical damage or 29 magical damage if the target is Hindered."
Rapid Combustion,Anima Charge,Violent Strikes,Flicker,Purgatory,Social Dynamo,Short Fuse,Grounded
Passive Ability,Active Magic Ability,Passive Ability,Active Magic Ability,Passive Ability,Passive Ability,Active Magic Ability,Passive Ability
2 ap,2 ap,21 ap,21 ap,21 ap,21 ap,21 ap,21 ap
"Reduces the activation time of ""Combust"" 0.5 seconds","Instant 45sec
You receive a beneficial effect that causes the next Elemental resource consumer you activate within 20 seconds to cost no resources.",Increases the critical chance of your Strike abilities by 7.5%.,"Instant 20sec
You teleport 10 metres forward, cleansing all root and snare effects from you.","Improves ""Inferno"" to also leave a 5 metre radius area for 10 seconds. Every second up to 5 enemies in the area are dealt 5 magical damage.","Whenever you critically hit with Strike abilities, all group members gain a single stack of the Critical Rating effect, which increases Critical Rating by 30 per stack for 8 seconds. This effect can stack up to 5 times..","1sec 90sec
Gives all group members the Short Fuse effect, which increase all damage dealt by 15% for 8 seconds. This effect can only affect a target once every 180 seconds.","Your Purges perform an additional hit, dealing 21 magical damage."
Electrical Storm,High Voltage,Blaze,Highly Strung,Conditional Force,Magnetic Wipe,Final Fuse,Burnout
Active Magic Ability,Passive Ability,Active Magic Ability,Passive Ability,Active Magic Ability,Active Magic Ability,Passive,Active Magic Ability
3 ap,3 ap,27 ap,27 ap,27 ap,27 ap,27 ap,27 ap
"1.5sec Instant
Chain: Jumps up to 3 metres 4 times, hitting up to 5 enemies.
Consumes 3 Elemental Resources. 
A Chain attack that deals 112 magical damage.","Improves ""Anima Charge"" to also causes the next Elemental resource consumer you activate to critically hit.","1.5sec Instant
GTAoE: Affects up to 5 enemies in a 5 metre radius around the targeted point.
Consumes 3 Elemental Resources.
A GTAoE attack that deals 161 magical damage, or 177 magical damage to Afflicted targets.","Whenever you reach 0 Elemntal Resources after using an Elemental resource consuming, you gain the a beneficial effect, which causes you to deal 10% more damage for 6 seconds.","1sec 5sec
Chain: Jumps up to 5 metres 4 times, hitting up to 5 enemies.
Consumes 2 Elemental Resources.
A Chain attack that deals 64 magical damage. If any of the affected targets  are Hindered, the Elemental Resource cost is refunded.","1sec Instant
Consumes 3 Elemental Resources.
A single target attack that deals 126 magical damage. Also Purges 1 beneficial effect from the target, or 2 beneficial effects it the target is Afflicted.","Upgrades the damage increase effect by ""Short Fuse"" to 25% damage increase for 10 seconds.","2sec Instant
GTAoE: Affects up to 5 enemies in a 5 metre range around the targeted point.
Consumes 5 Elemental Resources.
A GTAoE attack that deals 160 magical damage. Affected targets that are Hindered are Purged of 2 beneficial effects."
Elemental Precision,Thor's Hammer,Aidelon,Flashpoint,Chain Reaction,Magnetic Variance,Ice Manifestation,Lightning in a Bottle
Passive Ability,Active Magic Ability,Passive Ability,Active Magic Ability,Passive Ability,Passive Ability,Active Magic Ability,Passive Ability
4 ap,4 ap,34 ap,34 ap,34 ap,34 ap,34 ap,34 ap
Increases damage dealt by Elementalism abilities by 10%.,"2sec 15sec
Consumes 5 Elemental Resources. 
A single target Strike attack that deals 247 magical damage.","""Blaze"" has a 100% chance to critically hit Afflicted targets.","2sec 10sec
A single target attack that deals 35 magical damage. The target also becomes Afflicted with a damage over time effect that deals 19 magical damage each second for 5 seconds.
If the target is already Afflicted, it causes 5 enemies in a 5 metre radius around them to become Afflicted with a damage over time effect that deals 19 magical damage each second for 5 seconds.","Whenever you hit with Chain abilites, your targer becomes Afflicted with a damage over time effect that deals 7 magical damage every second for 10 seconds.",Your critical hits have a 33% chance to also Purge 1 beneficial effect from the target,"1sec 45sec
Places a menifestation at the targeted point that lasts 9 seconds. Every 3 seconds it will hit up to 5 enemies in a 5 metre radius, dealing 40 magical damage. Affected targets will also be rooted to the ground for 2 second.","Improves ""Lightning Manifestation"" to also Purge 1 beneficial effect from each affected target."
Molten Earth,Toxic Earth,Power Line,Live Wire,Whiteout,Hard Reset,Big Bang,Overload
Active Magic Ability (Elite),Passive Ability (Elite),Active Magic Ability (Elite),Passive Ability (Elite),Active Magic Ability,Active Magic Ability (Elite),Passive Ability (Elite),Active Magic Ability (Elite)
7 ap,7 ap,50 ap,50 ap,50 ap,50 ap,50 ap,50 ap
"Instant 20sec
A single target attack that deals 138 magical damage. The target also becomes Hindered and unable to move for 6 seconds.","Whenever you apply Hindered, the target also becomes Afflicted with a damage over time effect that deals 21 magical damage every seconds for 4 seconds.","1.5sec 30sec
Attaches a leash to the target that lasts for 5 seconds. Every second it will deal 30 magical damage, or if the target is closer than 3 metres, it will deal 190 magical damage and cause the target to become Hindered and rooted in place for 3 seconds.","Whenever you critically hit, you gain a Live Wire counter. Once this counter reaches 4, the attack triggers an additional hit, dealing 197 magical damage.","1sec 30sec
Places a manifestation at the targeted point that lasts 8 seconds. Every 0.5 seconds it will deal 14 magical damage to up to 5 enemies in a 5 metre radius. Targets that are hit by the manifestation 5 times become Hindered and rooted in place for 4 seconds.","2sec 60sec
A single target attack that deals 166 magical damage and Purges all beneficial effects from the target. The target also receives a detrimental effect that purges all beneficial effects every second for 10 seconds.","Whenever you summon a Manifestation, Turret, or Drone, it will perfom an additional hit, dealing 12 magical damage.","3sec 45sec
Channelled: Every second for 3 seconds.
PBAoE: Affects up to 3 enemies in a 10 metre radius around you.
A channelled PBAoE attack that deals 46 magical damage. The last hit will cause affected targets to become Hindered and unable to move for 3 seconds."
,,,,,,,
Turbulence,,,,,,,
Provoke,,,,,,,
Active Ability,,,,,,,
9 ap ,,,,,,,
"Instant 40sec
Taunts the target, causing it to gain enough hate towards you to start attacking you.",,,,,,,
Agitator,,,,,,,
Passive Ability,,,,,,,
12 ap,,,,,,,
"Increases the amount of hate enemies will gain towards you, making them more likely to attack you instead of others. Enemies will gain hate towards you at a 300% rate.",,,,,,,
Mass Provocation,,,,,,,
Active Ability,,,,,,,
16 ap,,,,,,,
"Instant 50sec
TAoE: Affects up to 3 enemies in a 5 metre radius around the target. 
A TAoE taunt that forces affected targets to attack you for 5 seconds.",,,,,,,
Fuel to the Fire,,,,,,,
Passive Ability,,,,,,,
21 ap,,,,,,,
"Whenever you hit, the target generates 200 extra hate towrds you.",,,,,,,
Mockingbird,,,,,,,
Active Ability,,,,,,,
27 ap,,,,,,,
"Instant 20sec
You gain a beneficial effect, which causes all hits against you during the next 10 seconds to also heal you for 9 and cause attackers to gain 200 extra hate towards you.",,,,,,,
Resilient Defender,,,,,,,
Passive Ability,,,,,,,
34 ap,,,,,,,
"Whenever you evade or block or an attack glances, you are healed for 22.",,,,,,,
Stoicism,,,,,,,
Active Ability (Elite),,,,,,,
50 ap,,,,,,,
"Instant 30sec
You gain a beneficial effect that reduces the damage you take by 30% for 10 seconds, and another beneficial effect that causes enemies to gain hate against you at a 500% rate for 10 seconds.",,,,,,,
,,,,,,,
Shotgun,,,,,,,
Enforce,Control,Crackdown,Restricted Access,Close Encounters,Securing the Perimeter,Hunkering Down,Tactical Surprise
Pump Action,Hit & Run,Fire and Forget,Beanbag Rounds,Single Barrel,Scattershot,Crap Shoot,Striker
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability
1 ap,1 ap,9 ap ,9 ap ,9 ap ,9 ap ,9 ap ,9 ap 
"Instant
Cone: Affects up to 5 enemies in a 60 degree 7 metre cone in front of you.
Builds 1 resource for each equipped weapon.
A Cone attack that deals 32 physical damage.","Whenever an enemy dies with your Shotgun resources remaining, an explosion occures around that enemy, dealing 46 physical damage to up to 5 enemies in a 3 metre radius.","Instant
Column: Affects up to 5 enemies in a 4 metre wide by 10 metre long area in front fo you.
Builds 1 resource for each equipped weapon.
A column Blast attack that deals 32 physical damage.","Whenever you apply Hindered, you gain the Minor Penetration effect, which increases your Penetration Chance by 10% for 8 seconds.","0.5sec
Builds 1 resource for each equipped weapon.
A single target attack that deals 46 physical damage, or 51 physical damage if the target is Weakened.","Instant Instant
TAoE: Applied to 5 enemies in a 5 metre radius around the target.
Builds 1 resource for each equipped weapon.
A TAoE attack that deals 32 phsical damage.","Whenever you hit a Weakened target, you have a 10% chance to Purge 1 effect.","Instant Instant
Builds 1 resource for each equipped weapon.
A single target Strike attack that deals 48 physical damage."
Sawed Off,Powder Burn,12 Gauge,Kickback,Strike force,Collateral Damage,Smart Bomb,Impact Striker
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
1 ap,1 ap,12 ap,12 ap,12 ap,12 ap,12 ap,12 ap
"""Pump Action"" will also casue affected targets to become Weakened by a single stack of the Debilitated effect, which reduces all damage dealt by 3% per stack for 10 seconds. This effect can stack up to 10 times.","1sec
Builds 1 resource for each equipped weapons.
A single target Strike attack that deals 46 physical damage, or 53 physical damage if the target is Hindered.","Whenever you Penetrate, your target becomes Weakened by a single stack Debilitating effect, which reduces all damage dealt by 3% per stack for 10 seconds. This effect can stack up to 10 times.","Instant 25sec
Column Dash: Dash backwards 10 metres, affecting up to 4 enemies in a 6 metre wide column along the way.
A single target attack that deals 60 physical damage. Also performs a backward column Dash attack that deals 40 physical damage.",Increases the Penetration Chance of Strike attacks by 7.5%.,Blast attacks have a 33% chance of Purging one beneficial effect from the target.,"Instant 60sec
Places a mine at the targeted point that lasts 60 seconds. If an enemy comes within 5 metres of the mine, it explodes dealing 120 physical damage to up to 5 enemies in a 5 metre radius around it. Affected targets also have 2 beneficial effects purged from them.","Increased damage dealt by ""Striker"" to Hindered targets by 25%."
Out for a Kill,Gunsmoke,Riot Act,Pinned Down,Raging Bullet,Shotgun Turret,Hardcase,Defensive Turret
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability
1 ap,1 ap,16 ap,16 ap,16 ap,16 ap,16 ap,16 ap
"Instant 4sec
Consumes all Shotgun Resources.
A single target attack that deals 90 physical damage.","Whenever you apply Weakened, the target takes 7 physical damage.","Instant 4sec
TAoE: Affects 5 enemies in a 5 metre radius around your target.
Consumes all Shotgun Rsources.
A TAoE attack that deals 60 physical damage.","Whenever you Penetrate, you also cause the target to become Hindered and its movement speed to be reduced by 70 for 4 seconds.  This effect can only happen once every 30 seconds.","Instant 4sec
Consumes all Shotgun Resources.
A single target Strike attack that deals 77 physical damage.If the target is between 3 and 9 metres from you it will instead deal 85 physical damge, or if the target is closer than 3 metres it will deal 91 physical damage.","Instant 15sec
Consumes all Shotgun Resources.
A Blast attack which places a Turret at your feet. The turret will fire every second for 5 seconds, affecting up to 3 enemies in a 7 metre long 120 degree cone in fron of you, dealing 17 physical damage. This ability has a 7 metre range.","Whenever you apply Weakened, you gain a single stack of the Protection effect, which increases your Physical and Magical Protection by 30 per stack for 8 seconds. This effect can stack up to 5 times.","Instant 4sec
Consumes all Shotgun resources.
Places a Turret at your feet, lasting 5 seconds. Friends staying within 5 a metre radius of the turret gain a beneficial effect that reduces all damage received by 3% per resource consumed."
Dead on Target,Breaching Shot,Riot Control,Takedown,Body Piercing,High-Gauge Turret,Flak Jacket,Punisher
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Melee Ability,Passive Ability
2 ap,2 ap,21 ap,21 ap,21 ap,21 ap,21 ap,21 ap
Increases damage dealt by Shotgun abilities by 10%.,"Instant 90sec
Gives all group members a beneficial effect that increase Penetration Chance by 40% for 8 seconds.","""Riot Act"" leaves a ground area lasting 5 seconds that reduces the movement speed of enemies inside it by 15%.","Instant 25sec
A single target attack that deals 117 physical damage. The target becomes Hindered and its movement speed is reduced by 70 for 4 seconds. If you have 5 Shotgun Resources on the target, the movement reducting effect will last 2 seconds longer.","Whenever you Penetrate, you gain a single stack of the Penetration Rating effect, which increases your Penetration Rating by 30 per stack for 8 seconds. This effect can stack up to 5 times.","Increases damge dealt by ""Shotgun Turret"" by 15%.","Instant 60sec
Grants all group members a beneficial effect that reduces all damage received by 15% for 5 seconds.","Stike attacks also cause your target become Weakened by a single stack of the Debilitated effect, which reduces all damage dealt by 3% per stack for 10 seconds. This effect can stack up to 10 times."
Buckshot,Breach Party,Stopping Power,Overpenetration,Heavy Recoil,Tear Gas,Full Flak Jacket,Sure Shot
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Melee Ability,Passive Ability,Active Ranged Ability
3 ap,3 ap,27 ap,27 ap,27 ap,27 ap,27 ap,27 ap
"1.5sec 6sec
A single target attack that deals 99 physical damage, or 119 physical damage if you have 5 Shotgun Resources on the target.","Reduces the recharge time of ""Breaching Shot"" by 30 seconds.","Instant 4sec
Cone: Affects up to 5 enemies in a 7 metre long 60 degree cone in front of you.
Consumes all Shotgun Rsources.
A Cone attack that deals 60 physical damage. This attack will penetrate any targets that are Hindered.","Whever you Penetrate, you build a counter. Once you reach 4 counters, you gain the Minor Penetration Chance effect, which increases Penetration Chance by 10% for 8 seconds.","Instant 10sec
Consumes all Shotgun Resources.
A single target attack that deals 76 physical damage. If the target is Weakened you also dash 10 metres backwards, dealing 14 physical damage to up to 5 enemies in a 6 metre wide area on your way.","Instant Instant
TAoE: Affects up to 5 enemies in a 5 metre radius around your target.
Consumes all Shotgun Resources.
A TAoE attack that deals 58 physical damage, or 68 physical damage to Hindered targets.","Increases the duration of ""Flak Jacket"" by 5 seconds.","Instant 4sec
Consumes all Shotgun resources.
A single target attack that deals 86 physical damage. If the target is Hindered you also Cleanse 1 detrimental effect from your defensive target and Purge 1 effect from the target."
Rapid Reload,Both Barrels,Blast Corps,"Lock, Stock & Barrel",Invasive Measures,Mitigating Factor,Bomb Squad,Perjury
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
4 ap,4 ap,34 ap,34 ap,34 ap,34 ap,34 ap,34 ap
"Reduces the activation time of ""Buckshot"" by 0.5 second.","Instant 4sec
Cone: Affects up to 5 enemies in a 60 degree 7 metre cone in front of you.
Consumes all Shotgun Resources.
A Cone Blast attack that deals 60 physical damage.",Blast abilites also apply a detrimental effect which makes the target take 14 physical damage the next time they are hit.,"Instant 30sec
Gives you a beneficial effect that causes your next Shotgun resource consumer to build 5 Shotgun resources at the end of activation.","Whenever you hit a Weakened target, you have a 25% chance to build 1 resource for your primary weapon.","Whenever you Penetrate, you gain a single stack of the Protection effect, which increase your Physical and Magical Protection rating by 30 per stack for 8 seconds. This effect can stack up to 5 times.","Instant 60sec
Places a mine at the targeted point that last 60 seconds. If an enemy comes within 5 metres of the mine, it explodes dealing 120 physical damage to up to 5 enemies in a 5 metre radius around it. Affected targets also become Impaired and their movement speed is reduced by 70% for 8 seconds.","Whenever you apply Hindered, you Purge 1 beneficial effect from the target."
Kneecapper,Authority,Shotgun Wedding,Close Quarters,Point Blank,Cleanup,Shield Formation,Rail Turret
Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite),Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite)
7 ap,7 ap,50 ap,50 ap,50 ap,50 ap,50 ap,50 ap
"Instant 20sec
Cone: Affects up to 5 enemies in a 60 degree 7 metre cone in front of you.
A Cone attack that deals 127 physical damage. Affected targets also become Hindered and their movement speed is reduced by 70% for 8 seconds.",Your group-wide effects are 15% more effective.,"2.5sec 15sec
Channeled: Every 0.5 seconds for 2.5 seconds.
Cone: Affects up to 5 enemies in a 5 metre long 60 degree cone in front of you.
A channelled Cone attack that deals 41 physical damage. Each non-glancing hit from this ability increases the damage of the remaining hits by 5%.","Whenver you hit a target within 3 metres, your target becomes Hindered and their movement speed is reduced by 70% for 4 seconds.","1sec 30sec
A single target attack that deals 138 physical damage. If the target is between 3 and 9 metres from you it will instead deal 166 physical damage, or if the target is closer that 3 metres it will deal 193 physical damage and cause the target to become Impaired and knocked 3 metres back.","Instant 50sec
Gives all group members a beneficial effect that lasts 9 seconds. While this effect is active it Cleanses 1 detrimental effect every 1.5 seconds. Their targets will be Purged of 1 beneficial effect with each hit.","Whenever you gain the Minor Ward, Major Ward of stacks of the Protection effect, there is a 50% chance all friends near  you will receive the same effect.","Instant 20sec
Places a Turret at your feet. The turret will fire at the closet enemy within 7 metres once evey second for 5 seconds, dealing 53 physical damage."
,,,,,,,
Pistols,,,,,,,
Armed,Dangerous,Bullet Hell,Crossfire,Last One Standing,Troubleshooting,Trajectionist,Positive Reinforcement
The Business,Hothead,Hair Trigger,Bad Break,Killer Flow,Collaboration,Exploitation,Greater Good
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability
1 ap,1 ap,9 ap ,9 ap ,9 ap ,9 ap ,9 ap ,9 ap 
"Instant Instant
Builds 1 resource for each equipped weapon.
A single target attack that hits 3 times, dealing 16 physical damage per hit..","Whenever you apply Hindered you gain the Minor Critical effect, which increase your Critical Chance by 10% for 8 seconds.","1sec Instant
Channeled every 0.25 seconds for 1 seconds.
Builds 1 Resource for each equipped weapon.
A channelled Focus attack dealing 12 physical damage.","Whenever you hit a Hindered target, the target also becomes Weakened by 2 stacks of the Corrupted effect, which reduces the power of all outgoing heal, barrier and leech effects by 5% per stack for 10 seconds. This effect can stack up to 10 times.","1sec
PBAoE: Affects up to 5 targets in a 5 meter radius around you.
Builds 1 rsource for each equipped wepaon.
A PBAoE attack that deals 32 physical damage.","1sec 5sec
Builds 1 resource for each equipped weapon.
A single target attack which deals 48 physical damage. Also Cleanses 1 detrimental effect.","Whenever you Hindered, you also Cleanse 1 detrimental effect from yourself.","1sec 90sec
Gives all group members a beneficial effect, which increases the effectiveness of  all healing, barriers and leeches done by 15% for 10 seconds."
Magnum,Above the Law,Increased Focus,Shake and Bake,Running Circles,Ready for More,Backup Drone,Utilitarianism
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
1 ap,1 ap,12 ap,12 ap,12 ap,12 ap,12 ap,12 ap
"""The Business"" also causes the target to become Weakened by a single stack of the Corrupted effect, which reduces the effectiveness of heal, barrier and leech effects by 5% per stack for 10 seconds. This effect can stack up to 10 times.","Instant 15sec
Persistent GTAoE: Places an area of effect that affects up to 5 enemies in a 5 metre radius around the targeted point every second for 10 seconds.
Builds 1 resource for each equipped weapon on each target in the area placed.
A persistent GTAoE attack that creates an area on the ground that deals 6 physical damage, or 7 physical damage to targets that are Hindered.",Focus attacks have a 7.5% increased chance to critically hit.,"1sec 45sec
Column Dash: Dash forward 7 metres, affecting up to 5 enemies in a 6 metre wide column along the way.
A column Dash attack that deals 73 physical damage. Affected targets also become Hindered and unable to move for 4 seconds.","Whenever you critically hit,  you gain a beneficial effect that increases your movement speed by 10% for 5 seconds.","Whenever you finish channelling a Focus ability, you also perform a PBAoE that removes 1 detrimental effect from up to 3 friends around you. This cannot happen more than once every 10 seconds.","1sec 90sec
Summons a Drone that will follow the defensive target for 15 seconds. Gives the target a beneficial effect that increases the effectiveness of healing, leech and barrier effects received by 30%. Every second the drone will heal the defensive target for 9.","Increases the duration of ""Greater Good"" by 5 seconds."
Shootout,Vigilante,Start & Finish,Fear and Wonder,Semi-Auto,"Bond, Strong Bond",Advantage Me,Health Drone
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Melee Ability,Passive Ability,Active Ranged Ability
1 ap,1 ap,16 ap,16 ap,16 ap,16 ap,16 ap,16 ap
"2.5sec 4sec
Channelled: Every 0.5 seconds for 2.5 seconds.
Consumes all Pistol Resources.
A channelled Focus attack that deals 39 physical damage.","Increases the duration of ""Above the Law"" by 5 seconds.","1sec 4sec
Consumes all Pistol resources.
A single target attack that performs 2 hits. The first hit deals 22 physical damage. The second hit deals 62 physical damge or 69 physical damage if the target is Weakened.","Whenever you critically hit, the target also becomes Weakened by 2 stacks of the Corrupted effect, which reduces the power of all outgoing heal, barrier and leech effects by 5% per stack for 10 seconds. Corrupted can stack up to 10 times.","2sec 4sec
Channelled: Every 0.4 seconds for 2 seconds. 
Chain: Jumps up to 5 meters 2 times, hitting up to 5 enemies.
Consumes all Pistol Resources.
A Chain attack that deals 21 physical damage.","1sec 4sec
Channeled: Every 0.3 seconds for 1.5 seconds.
Consumes all Pistol resources.
A channelled attack that deals 16 physical damage.","Whenever you critically hit you also gain a heal over time effect, healing for 10 every second for 3 seconds.","1sec 20sec
Consumes all Pistol resources.
Summons a Drone that will follow you for 7 seconds. Every second it will heal you for 21 with a Chain heal that can jump up to 3 nearby friends."
Coup de Grace,Deadly Aim,Mad Skills,Gun-Fu,Chain Misery,Critical Help,Sticky Drone,Chain Feed
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
2 ap,2 ap,21 ap,21 ap,21 ap,21 ap,21 ap,21 ap
"Whenever an enemy dies with your Pistol resources remaining, up to 3 friends in a 5 metre radius around that enemy are healed by 51.","Instant 90sec
Gives all group members a beneficial effect that increases Critical Chance by 40% for 8 seconds.","Whenever you critically hit, you gain a single stack of the Critical Rating effect, which increases your Critical Rating by 30 per stack for 8 seconds. This effect can stack up to 5 times.","1sec 30sec
PBAoE: Affects up to 5 enemies within a 5 meter radius around you.
Applies 3 Pistol Resources to each target.","Whenever you activate a Chain attack, the target also becomes Weakened by 1 stack of the Corrupted effect, which reduces the power of all outgoing heal, barrier and leech effects by 5% per stack for 10 seconds. Corrupted can stack up to 10 times.","Whenever you deploy a Manifestation, Turret or Drone, you also gain 1 stack of the Critical Rating effect, which increases Critical Rating by 30 per stack for 8 seconds. This effect can stack up to 5 times.","1sec 40sec
Summons a Drone that will follow you around for 60 seconds. You gain a beneficial effect that causes the next 2 attacks against you to backfire, causing the attacker to become Hindered and unable to move for 4 seconds.",Chain abilities are 7.5% more effective
Drone Kit,Calling the Shots,Big Forty Five,One in the Chamber,Set 'Em Up,Area Drone,Tough Luck,Cleansing Drone
Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Active Melee Ability,Passive Ability,Active Ranged Ability
3 ap,3 ap,27 ap,27 ap,27 ap,27 ap,27 ap,27 ap
"Instant 4sec
Consumes all Pistol resources.
Summons a Drone that will follow you around for 20 seconds. Every 2 seconds it will fire at the closet enemy within 5 metres and deal 11 physical damage.","Reduces the recharge time of ""Deadly Aim"" by 30 seconds.","1.5sec 4sec
Consumes all Pistol resources.
A single target attack dealing 118 physical damage.","Whenever you critical hit, you also perform an additional hit dealing 28 physical damage to the target.","1sec 4sec
Resources.
TAoE: Affects up to 3 enemies in a 5 meter radius around the target.
Consumes all Pistol 
A TAoE attack that deals 55 physical damage. If any affected target is Hindered you gain resource for your secondary weapon.","1sec 15sec
Consumes all Pistol Resources.
Summons a Drone that will follow the target around for 5 seconds. Every second it will attack up to 3 enemies around the target, dealing 19 physical damage, or 22 physical damage to targets that are Weakened.","Whenever you critically hit, you also cause the target to become Hindered and rooted to the ground for 4 seconds. This can only happen once every 30 seconds.","1sec 10sec
Consumes all Pistol resources.
Summons a Drone that will follow the target for 5 seconds. Every second it will attack the target dealing 16 physical damage and Cleanse 1 detrimental effect from up to 1 friends in an area around the target. If the target is Hindered the drone is summoned, it will Cleanse 2 detrimental effects."
Straight Shooter,Wanted,Quick Forty Five,Marked,Closer,Shot in the Arm,Win-Win,Drone Support
Passive Ability,Active Ranged Ability,Passive Ability,Active Ranged Ability,Passive Ability,Passive Ability,Active Ranged Ability,Passive Ability
4 ap,4 ap,34 ap,34 ap,34 ap,34 ap,34 ap,34 ap
Increases damage dealt by Pistol abilities by 10%.,"Instant 4sec
Chain: Jumps up to 3 metres 4 times, hitting up to 5 enemies.
Consumes all Pistol resources.
A Chain attack that deals 60 physical damage.","Reduces the activation time of ""Big Forty Five"" by 0.5 seconds.","1.5sec 30sec
A single target attack deals 136 physical damage. The target also becomes Weakened by 5 stacks of the Corrupted effect, which reduces the effectiveness of heal, barrier and leech effects by 5% per stack for 10 seconds. This effect can stack up to 10 times.",Resource consumers deal 7.5% more damage.,"Whenever you Cleanse a detrimental effect, the target is also healed for 15.","1sec 45sec
PBAoE: Affects up to 3 friends in a 5 metre radius around you.
A PBAoE that heals for 73 and Cleanses 2 detrimental effects.","Friends who get Cleansed by ""Cleansing Drone"" also get healed for 15."
Dirty Tricks,Rapid Getaway,Gun Crazy,Seal the Deal,Bullet Ballet,Pistol Love,Contortionist,Born Leader
Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite),Active Ranged Ability (Elite),Passive Ability (Elite),Active Ranged Ability (Elite)
7 ap,7 ap,50 ap,50 ap,50 ap,50 ap,50 ap,50 ap
"Instant 20sec
GTAoE: Affects up to 5 enemies in a 5 metre radius around the targeted point.
A GTAoE attack that deals 127 physical damage. Affected targets also become Hindered and unable to move for 4 seconds.",Whenever you activate any Pistol resource consumer you gain a beneficial effect that increases your movement speed by 15% for 5 seconds.,"3sec 60sec
Channelled: Every 0.3 seconds for 3 seconds. 
A channelled attack dealing 14 physical damage for the first 3 hits. The next 3 hits deal 23 physical damage. The next 3 hits deal 26 physical damage in an area around the target. The final hit deals 112 physical damage to the target.","Whenever you activate a resource consumer, you gain a beneficial effect that will cause your next resource consumer to deal 20% more damage.","2sec 30sec
Channeled: Every 0.2 seconds for 2 seconds.
PBAoE: Affects 5 enemies in a 5 meter radius around you.
A PBAoE attack that deals 18 physical damage, or 20 physical damage to targets with your pistol resources. While channelling you are rooted in place.","1sec 30sec
Cleanses the defensive target of all detrimental effects. After cleansing, the target cannot be Weakened, Hindered or Impaired for 5 seconds, and gains a loser Drone that attacks the nearest enemy dealing 34 physical damage every 2.5 seconds for 10 seconds.","Increases all your direct healing by 10%. Also, whenever you are Hindered or Impaired, you will immediately remove the effect. This can only happen every 25 seconds.","Instant 20sec
Places a damage area where you are standing that lasts 5 seconds. The damage area will affect up to 3 enemies in a 5 metre radius every second dealing 22 physical damage. Affected targets also become Weakened by a single stack of the Corrupted effect, which reduces the effectiveness of heal, barrier and leech effects by 5% per stack for 10 seconds. This effect can stack up to 10 times."
,,,,,,,
Assault Rifle,,,,,,,
Engage,Support,Take Point,Heavy Fire,Bombardment,Squad Duty,Support Team,Ground Control
Safety Off,Military Code,Three Round Burst,Lucky Bullet,Suppressing Fire,Shot of Anima,Leech Therapy,Groundwork
